"collection_title","article_id","title","conference_id","Author","Year","hdl","doi"
"23, 1997 (Durban, South Africa)","9589991","Ferrocement reservoirs: how appropriate?","23","A.B. Broughton, Stephen R. Nash",2018,"https://hdl.handle.net/2134/29378",""
"23, 1997 (Durban, South Africa)","9589901","Water and sanitation - gender perspective","23","Diana E. Makule",2018,"https://hdl.handle.net/2134/29368",""
"23, 1997 (Durban, South Africa)","9590102","Refuse management problems in Lusaka, Zambia","23","Paul B. Majura",2018,"https://hdl.handle.net/2134/29364",""
"23, 1997 (Durban, South Africa)","9590003","Strategy for community water supplies","23","Graham Simpson",2018,"https://hdl.handle.net/2134/29335",""
"23, 1997 (Durban, South Africa)","9589814","Laying foundations for involving local government","23","Julia Cain, Cindy Illing",2018,"https://hdl.handle.net/2134/29288",""
"23, 1997 (Durban, South Africa)","9589907","NURP water and sanitation component","23","Albert Rugumayo",2018,"https://hdl.handle.net/2134/29269",""
"23, 1997 (Durban, South Africa)","9589763","Evaluation of composting latrines","23","S. Banister, J. Burke, P. Sekeitto, H. Mvulane, C. Bakainaga, M. Freeman",2018,"https://hdl.handle.net/2134/29201",""
"23, 1997 (Durban, South Africa)","9589964","Towards affordable water supply","23","Hassan Mohammed, Nasser Yakubu",2018,"https://hdl.handle.net/2134/29190",""
"23, 1997 (Durban, South Africa)","9589784","The need for creating sanitation awareness","23","Makhosi Mpapa",2018,"https://hdl.handle.net/2134/29155",""
"23, 1997 (Durban, South Africa)","9589958","The flip-cheque financial control system","23","David A'Bear, Don Crawford",2018,"https://hdl.handle.net/2134/29156",""
"23, 1997 (Durban, South Africa)","9590024","Improving water quality assessment and supply","23","R.J. Bowell, M.A. Bwankuzo, J. Cowan, N. Kimaro, H.A. Mjengera, K. Terkhell, A. Warren, A. Wood",2018,"https://hdl.handle.net/2134/29161",""
"23, 1997 (Durban, South Africa)","9589931","Establishing rural water management","23","Phillip Walker",2018,"https://hdl.handle.net/2134/29134",""
"23, 1997 (Durban, South Africa)","9590030","Low cost sanitation programme in Mozambique","23","Paulo O. Monteiro, Vicente Macamo",2018,"https://hdl.handle.net/2134/29143",""
"23, 1997 (Durban, South Africa)","9589790","Integrated water quality management in Harare","23","Gumbo Bekithemba",2018,"https://hdl.handle.net/2134/29056",""
"23, 1997 (Durban, South Africa)","9589955","Subsurface dam for a pastoral environment","23","Chris Print",2018,"https://hdl.handle.net/2134/29058",""
"23, 1997 (Durban, South Africa)","9590153","Understanding community management of water","23","Isaack O. Oenga",2018,"https://hdl.handle.net/2134/29053",""
"23, 1997 (Durban, South Africa)","9590303","Household choice of water supply systems","23","Anand N. Asthana",2018,"https://hdl.handle.net/2134/29032",""
"23, 1997 (Durban, South Africa)","9589895","Community decisions on Mvula Trust projects","23","Siphokazi Mpahla, Andrew Macdonell",2018,"https://hdl.handle.net/2134/28974",""
"23, 1997 (Durban, South Africa)","9590021","Water utilities research: NWSC, Uganda","23","H.O. Onek, Sam Kayaga",2018,"https://hdl.handle.net/2134/28968",""
"23, 1997 (Durban, South Africa)","9590159","Small-scale 'sand abstraction' systems","23","Stephen W. Hussey",2018,"https://hdl.handle.net/2134/28955",""
"23, 1997 (Durban, South Africa)","9589886","Integrating gender issues into water programmes","23","Betty Yankson, F. Mawuena Dotse, Nii Odai Laryea",2018,"https://hdl.handle.net/2134/28934",""
"23, 1997 (Durban, South Africa)","9589811","Rural local government in Kwazulu-Natal","23","Nathi Mncwabe, Aubrey Mokoatsi",2018,"https://hdl.handle.net/2134/28782",""
"23, 1997 (Durban, South Africa)","9589877","Towards sustainable sanitation in South Africa","23","David Still, Richard Holden",2018,"https://hdl.handle.net/2134/28744",""
"23, 1997 (Durban, South Africa)","9589988","Pilot solar desalination plants in Bangladesh","23","M. Habibur Rahman, R. Mamtaz, Shakil A. Ferdausi",2018,"https://hdl.handle.net/2134/28752",""
"23, 1997 (Durban, South Africa)","9589766","Hygiene behaviour change program in Bangladesh","23","Florence Durandin, Afroza Ahmed, Sharifuzzaman",2018,"https://hdl.handle.net/2134/28712",""
"23, 1997 (Durban, South Africa)","9589859","Solid waste - its ecoepidemiological impact","23","Anisa B. Khan",2018,"https://hdl.handle.net/2134/28722",""
"23, 1997 (Durban, South Africa)","9589967","Options for rural water supply","23","Richard D. Faulkner, Antony Lenehan",2018,"https://hdl.handle.net/2134/28720",""
"23, 1997 (Durban, South Africa)","9589751","The Durban water tank system","23","Neil Macleod",2018,"https://hdl.handle.net/2134/28705",""
"23, 1997 (Durban, South Africa)","9589970","Strategic approaches to urban sanitation","23","Guy Howard",2018,"https://hdl.handle.net/2134/28703",""
"23, 1997 (Durban, South Africa)","9589775","Capacity vs action","23","Carole Jones",2018,"https://hdl.handle.net/2134/28691",""
"23, 1997 (Durban, South Africa)","9589952","Community participation in Qadi-Nyuswa project","23","Thoko Sigwaza",2018,"https://hdl.handle.net/2134/28660",""
"23, 1997 (Durban, South Africa)","9589949","Postwar village hydro-power rehabilitation","23","Johann Zimmermann",2018,"https://hdl.handle.net/2134/28626",""
"23, 1997 (Durban, South Africa)","9589826","Rural solid waste in the Western Cape","23","J.H. Van der Merwe, I. Steyl",2018,"https://hdl.handle.net/2134/28607",""
"23, 1997 (Durban, South Africa)","9589943","Malawi water developments: A systems approach","23","W.K. Kennedy",2018,"https://hdl.handle.net/2134/28597",""
"23, 1997 (Durban, South Africa)","9589760","Standpipe maintenance in Luanda, Angola","23","A.D. Kirkwood",2018,"https://hdl.handle.net/2134/28574",""
"23, 1997 (Durban, South Africa)","9590042","Pit latrine effluent infiltration into groundwater","23","M.T. Chidavaenzi, Michael Jere, M. Bradley",2018,"https://hdl.handle.net/2134/28575",""
"23, 1997 (Durban, South Africa)","9589757","Cost-based water prices","23","Peter J. Barker",2018,"https://hdl.handle.net/2134/28560",""
"23, 1997 (Durban, South Africa)","9589853","Participatory role in rural water treatment","23","J.P. Padmasiri, N.I. Wickremasinghe",2018,"https://hdl.handle.net/2134/28556",""
"23, 1997 (Durban, South Africa)","9589892","Removal of heavy metals by slow sand filtration","23","Nur Muhammad, Jeremy Parr, Michael D. Smith, Andrew D. Wheatley",2018,"https://hdl.handle.net/2134/28505",""
"23, 1997 (Durban, South Africa)","9589997","Partnership changes in rural water supply","23","Michael Wood",2018,"https://hdl.handle.net/2134/28497",""
"24, 1998 (Islamabad, Pakistan)","9597299","Waste collection: limiting factor in India","24","Arun P. Jain, Pradeep Monga",2018,"https://hdl.handle.net/2134/31773",""
"24, 1998 (Islamabad, Pakistan)","9597092","Emergency sanitation in refugee camps","24","Sohrab Baghri, Bob Reed",2018,"https://hdl.handle.net/2134/31726",""
"24, 1998 (Islamabad, Pakistan)","9597146","Implementation of private sector participation in Karachi","24","Yaver A. Abidi, Mansoor Ahmed, Munnawar H. Shah",2018,"https://hdl.handle.net/2134/31714",""
"24, 1998 (Islamabad, Pakistan)","9597140","Line agencies and communities, experiences in Faisalabad","24","Paul Dean, Gul H. Khokhar",2018,"https://hdl.handle.net/2134/31688",""
"24, 1998 (Islamabad, Pakistan)","9597026","The effect of non-pathogenic bacteria on latrine sludge","24","Michael Jere, M.T. Chidavaenzi, Christopher Nhandara, M. Bradley",2018,"https://hdl.handle.net/2134/31658",""
"24, 1998 (Islamabad, Pakistan)","9597065","Groundwater recharge: technical aspects","24","Arun K. Dwivedi",2018,"https://hdl.handle.net/2134/31623",""
"24, 1998 (Islamabad, Pakistan)","9597221","Water supply in low water table areas","24","Md. Mujibur Rahman, M. Ashraf Ali, Abdus Shabur",2018,"https://hdl.handle.net/2134/31615",""
"24, 1998 (Islamabad, Pakistan)","9597269","Measures to alleviate sanitation and health problems","24","Mesfin Shenkut",2018,"https://hdl.handle.net/2134/31626",""
"24, 1998 (Islamabad, Pakistan)","9597155","Variation in the Ravi River water quality","24","Khurshid Ahmed, Waris Ali",2018,"https://hdl.handle.net/2134/30694",""
"24, 1998 (Islamabad, Pakistan)","9597251","Implementor or facilitator for community management?","24","Jeremy Ockelford, Vijaya L. Shrestha",2018,"https://hdl.handle.net/2134/30679",""
"24, 1998 (Islamabad, Pakistan)","9597194","Responsibility, choices and community management in Nepal","24","Bhim K. Ale",2018,"https://hdl.handle.net/2134/30653",""
"24, 1998 (Islamabad, Pakistan)","9597110","Collaborative funding of rural water supply","24","Harry Akama, Emmanuel Opong",2018,"https://hdl.handle.net/2134/30641",""
"24, 1998 (Islamabad, Pakistan)","9597074","Mainstreaming gender in rural water supply","24","Kusum Athukorala",2018,"https://hdl.handle.net/2134/30573",""
"24, 1998 (Islamabad, Pakistan)","9597218","Operation and maintenance of water and sanitation facilities","24","Ntombentle Zungula",2018,"https://hdl.handle.net/2134/30522",""
"24, 1998 (Islamabad, Pakistan)","9597254","Appraisal of rural water supply schemes","24","Binay Shah",2018,"https://hdl.handle.net/2134/30514",""
"24, 1998 (Islamabad, Pakistan)","9597227","User perceptions in urban sanitation","24","Darren Saywell, Andrew P. Cotton",2018,"https://hdl.handle.net/2134/30460",""
"24, 1998 (Islamabad, Pakistan)","9597263","An evaluation of water urns to maintain domestic water quality","24","M.T. Chidavaenzi, Michael Jere, Christopher Nhandara, D. Chingundury, M. Bradley",2018,"https://hdl.handle.net/2134/30444",""
"24, 1998 (Islamabad, Pakistan)","9597203","Determination of halides in drinking/waste water by coulometry","24","Viqar-un-Nisa, Riaz Ahmed",2018,"https://hdl.handle.net/2134/30411",""
"24, 1998 (Islamabad, Pakistan)","9597215","Impact of SWSS project, Nepal","24","Laxman K. Chettry",2018,"https://hdl.handle.net/2134/30380",""
"24, 1998 (Islamabad, Pakistan)","9597089","Community financing - challenges to community management","24","Theodora Adomako",2018,"https://hdl.handle.net/2134/30371",""
"24, 1998 (Islamabad, Pakistan)","9597137","Water conservation in Australian indigenous communities","24","Stewart Dallas, Martin Anda, Goen Ho, Kuruvilla Mathew",2018,"https://hdl.handle.net/2134/30325",""
"24, 1998 (Islamabad, Pakistan)","9597290","Ingestion of unsafe water: is having a safe source enough?","24","Shafiul A. Ahmed, Bilqis A. Hoque, Abdullah Al Mahmud",2018,"https://hdl.handle.net/2134/30320",""
"24, 1998 (Islamabad, Pakistan)","9597275","Drinking water quality in the city of Karachi","24","M. Fazal Malick, Waseem Akhtar, Seema Jilani",2018,"https://hdl.handle.net/2134/30293",""
"24, 1998 (Islamabad, Pakistan)","9597206","Water and community participation in the Punjab","24","John V. Pinfold, Rana Sawar",2018,"https://hdl.handle.net/2134/30188",""
"24, 1998 (Islamabad, Pakistan)","9597149","Pre-treatment for slow sand filters","24","Waris Ali",2018,"https://hdl.handle.net/2134/30157",""
"24, 1998 (Islamabad, Pakistan)","9597293","Public-private partnership: NWSC, Uganda","24","Sam Kayaga, H.O. Onek",2018,"https://hdl.handle.net/2134/30119",""
"24, 1998 (Islamabad, Pakistan)","9597131","Market orientation for water utilities","24","Sam Kayaga, Richard Franceys",2018,"https://hdl.handle.net/2134/30074",""
"24, 1998 (Islamabad, Pakistan)","9597134","Domestic use of irrigation water in Punjab","24","Peter K. Jensen, Wim van der Hoek, F. Konradsen, W.A. Jehangir",2018,"https://hdl.handle.net/2134/30060",""
"24, 1998 (Islamabad, Pakistan)","9597224","Managing hospital wastes in Nigeria","24","A.O. Coker, Abimbola Y. Sangodoyin, Olufemi O. Ogunlowo",2018,"https://hdl.handle.net/2134/30068",""
"24, 1998 (Islamabad, Pakistan)","9597266","Sustainability in domestic defluoridation","24","J.P. Padmasiri",2018,"https://hdl.handle.net/2134/30061",""
"24, 1998 (Islamabad, Pakistan)","9597158","Chemical quality of groundwater of Rawalpindi/Islamabad","24","Mohammad Sajjad, Said Rahim, S.S. Tahir",2018,"https://hdl.handle.net/2134/30041",""
"24, 1998 (Islamabad, Pakistan)","9597023","Progress in solar water disinfection (SODIS)","24","Martin Wegelin, Rehan Ahmed, Noman Ahmed",2018,"https://hdl.handle.net/2134/29973",""
"24, 1998 (Islamabad, Pakistan)","9597260","Strategic sanitation in South Asia","24","Kevin Tayler",2018,"https://hdl.handle.net/2134/29938",""
"24, 1998 (Islamabad, Pakistan)","9597035","Water policy hits the rural poor","24","Juan C. Perez de Mendiguren",2018,"https://hdl.handle.net/2134/29869",""
"24, 1998 (Islamabad, Pakistan)","9597197","Wastes from edible oil and fat industry of Karachi","24","M. Najeebullah Khan, Waseem Akhtar",2018,"https://hdl.handle.net/2134/29879",""
"24, 1998 (Islamabad, Pakistan)","9597107","Application of intake/dynamic filters in Sri Lanka","24","J.M.J.C. Jayalath, G.E. Amirthanathan, J.P. Padmasiri",2018,"https://hdl.handle.net/2134/29855",""
"24, 1998 (Islamabad, Pakistan)","9597200","Strategies to involve women in water supply and sanitation","24","Sarah J. Halvorson, Nahida Aziz, Karim Alibhoy",2018,"https://hdl.handle.net/2134/29812",""
"24, 1998 (Islamabad, Pakistan)","9597101","Impact of environmental pollution in Rawalpindi-Islamabad","24","Riaz Ahmed",2018,"https://hdl.handle.net/2134/29791",""
"24, 1998 (Islamabad, Pakistan)","9597077","Contracting-out water utilities management","24","Rattan Kumar Siddhi",2018,"https://hdl.handle.net/2134/29785",""
"24, 1998 (Islamabad, Pakistan)","9597032","Groundwater for rural water supply in the Rift Valley","24","Getachew Alem",2018,"https://hdl.handle.net/2134/29771",""
"24, 1998 (Islamabad, Pakistan)","9597044","Drinking water quality of Hyderabad city","24","I.A. Kandhar, A.K. Ansari",2018,"https://hdl.handle.net/2134/29762",""
"24, 1998 (Islamabad, Pakistan)","9597281","Quality assessment of drinking water with HCPTA","24","Nasir Khalid",2018,"https://hdl.handle.net/2134/29739",""
"24, 1998 (Islamabad, Pakistan)","9597284","Domestic refuse collection in urban low income areas","24","Rehan Ahmed, Shahana Kaukab, Roland Schertenleib",2018,"https://hdl.handle.net/2134/29699",""
"24, 1998 (Islamabad, Pakistan)","9597119","Reuse of human and animal wastes in Bangladesh","24","M. Habibur Rahman",2018,"https://hdl.handle.net/2134/29663",""
"24, 1998 (Islamabad, Pakistan)","9597128","Subsurface drainage technique (SDT)","24","Ahmad Sawalha, Sameera El Rifai",2018,"https://hdl.handle.net/2134/29647",""
"24, 1998 (Islamabad, Pakistan)","9597191","An integrated approach to sanitation and health in Kabul","24","Mohammed A. Safi",2018,"https://hdl.handle.net/2134/29640",""
"24, 1998 (Islamabad, Pakistan)","9597029","Micro-enterprise development for primary collection","24","S. Mansoor Ali, Andrew P. Cotton, Jo Beall",2018,"https://hdl.handle.net/2134/29623",""
"24, 1998 (Islamabad, Pakistan)","9597053","Springwater quality improvement in slums","24","Naturinda Nshekanabo, Eleanor Wozei",2018,"https://hdl.handle.net/2134/29592",""
"24, 1998 (Islamabad, Pakistan)","9597116","Adsorption of heavy metals in slow sand filters","24","Nur Muhammad, Jeremy Parr, Michael D. Smith, Andrew D. Wheatley",2018,"https://hdl.handle.net/2134/29569",""
"24, 1998 (Islamabad, Pakistan)","9597257","Community-based water supply and sanitation improvement","24","Khin Sanda, Kenji Oya",2018,"https://hdl.handle.net/2134/29534",""
"24, 1998 (Islamabad, Pakistan)","9597185","Social setup and karez in Balochistan","24","Aftab A. Farooqi, Zia-ur-Rehman",2018,"https://hdl.handle.net/2134/29517",""
"24, 1998 (Islamabad, Pakistan)","9597173","Modelling of a drainage system contaminated by wastewater","24","Ahmed H. Hassan, James L. Petras",2018,"https://hdl.handle.net/2134/29440",""
"24, 1998 (Islamabad, Pakistan)","9597296","Paradigm shift in sanitation promotion","24","Sk Abu Jafar Shamsuddin",2018,"https://hdl.handle.net/2134/29448",""
